ER30001,ER30002,ER31996,ER31997,ER33401,ER33402,ER33403,Q1A33,Q1E12A,Q1F12A,Q1G11C,Q1K3A,Q1K3B,Q1K7,Q1K8,Q1K9,Q1K10,Q2A51,ER33601,ER33602,ER33603,Q21A19,Q21A20_2,Q21A23,Q21A24_2,Q21B11A1,Q21B12A1,Q21C7A_1,Q21C7A_2,Q21C7A_3,Q21C7A_4,Q21C7B_1,Q21C7B_2,Q21C7B_3,Q21C7B_4,Q21C10H,Q21C15A,Q21C15B,Q21C21A,Q21C21B,Q21C22H,Q21C27A,Q21C27B,Q21C28H,Q21C33A,Q21C33B,Q21C39A,Q21C39B,Q21G5D,Q21G10C,Q21G21A1,Q21G21A2,Q21H5C,Q21H8B,Q21H22B,Q21H22C,Q21H23A1,Q21H23B1,Q21H23C1,Q21H23D1,Q21H23E1,Q21H23F1,Q21H23G1,Q21H23H1,Q21H24J,Q21H24O,Q21H25J,Q21H25O,Q23L2,Q23L2A,Q23L4A5,ER33901,ER33902,ER33903,Q31B11A1,Q31B11A2,Q31B12A1,Q31B12A2,Q31C15A,Q31C15B,Q31C21A,Q31C21B,Q31C27A,Q31C27B,Q31C33A,Q31C33B,Q31C39A,Q31C39B,Q31H5C,Q31H8B,Q31H22B,Q31H22C,Q31H23A1,Q31H23B1,Q31H23C1,Q31H23D1,Q31H23E1,Q31H23F1,Q31H23G1,Q32JA34,Q33L2,Q33L2A,Q33L3F,Q33L3G,Q33L3H
3046,170,81,2,10316,0,0,,,,,,,,,,,,4921,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,1,61,1,10163,1,10,,,,,,,,,,,,7114,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7022,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,2,61,1,10163,2,20,,,,,,,,,,,,7114,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7022,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,3,61,1,10163,3,40,,,,,,,,,,,,7114,3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,4,61,1,10163,4,70,,,,,,,,,,,,7114,4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,5,61,1,10163,5,70,99998,0,0,0,2,3,5,5,5,5,,7114,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,40,0,0,0,0,0,10,1,5,0,0
3047,6,61,1,10163,6,30,999,0,0,0,2,3,5,5,5,5,,7114,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,200,0,0,0,50,0,0,0,0,,,,7022,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,174,61,1,10163,0,0,,,,,,,,,,,,7114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,175,61,1,10163,0,0,,,,,,,,,,,,7114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,176,61,1,10163,0,0,,,,,,,,,,,,7114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7006,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,1,61,2,10257,1,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,2,61,2,10257,2,47,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,3,61,2,10257,3,40,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,4,61,2,10257,4,70,0,0,0,0,3,2,5,5,5,5,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,5,61,2,10257,5,70,0,0,0,0,3,2,5,5,5,5,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,6,61,2,10257,6,40,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,7,61,2,10257,7,70,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,1,61,2,10152,1,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,2,61,2,10152,2,20,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,3,61,2,10152,3,30,20,0,0,0,2,3,5,5,5,5,99999,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,4,61,2,10152,4,30,20,0,0,0,2,3,5,5,5,5,99999,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,1,62,1,10057,1,10,,,,,,,,,,,,303,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,2,62,1,10057,2,20,,,,,,,,,,,,303,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,3,62,1,10057,3,30,0,0,0,0,1,2,1,1,5,1,99999,303,3,30,0,0,0,0,0,0,120,0,0,0,3,0,0,0,5,34,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,200,500,50,300,0,0,0,400,5,5,0,0,,,,6133,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,200,300,0,0,0,0,0,0,0,0,0
3055,4,62,1,10057,4,30,0,0,0,0,1,2,1,1,5,1,99999,303,4,30,0,0,0,0,0,0,50,0,0,0,3,0,0,0,5,34,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100,500,0,200,0,0,0,400,5,5,0,0,,,,6133,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,500,200,200,0,0,0,0,0,0,0,0,0
3055,170,62,1,10057,71,47,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,1,62,1,10114,1,10,,,,,,,,,,,,2577,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2,62,1,10114,2,22,,,,,,,,,,,,162,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,3,62,1,10114,3,30,200,0,0,3000,3,3,0,0,0,0,,2577,2,30,0,0,1400,0,4700,4100,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,20,1,150,500,150,250,0,0,0,1200,0,0,5,5,20,1,0,6147,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,170,62,1,10114,0,0,,,,,,,,,,,,2577,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,1,62,2,10022,1,10,,,,,,,,,,,,7086,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,2,62,2,10022,2,20,,,,,,,,,,,,7086,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,3,62,2,10022,3,50,,,,,,,,,,,,7216,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,4,62,2,10022,4,40,0,0,0,0,3,3,0,0,0,0,99999,7216,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,5,62,2,10022,5,30,0,0,0,0,3,3,0,0,0,0,99999,7086,3,30,300,0,350,0,0,0,30,0,0,0,3,0,0,0,5,30,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,250,150,120,80,0,0,0,30,0,0,0,0,0,0,0,5893,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5,2,700,1000,50,140,0,0,0,0,5,1,2,12,13
3057,32,62,2,10022,0,0,,,,,,,,,,,,7086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,171,62,2,10022,0,0,,,,,,,,,,,,7086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893,5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,1,62,1,10016,1,10,,,,,,,,,,,,5423,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,2,62,1,10016,2,20,,,,,,,,,,,,5423,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,3,62,1,10016,3,30,800,0,0,0,3,3,0,0,0,0,,5423,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,99999,600,260,9998,0,0,0,99998,0,0,0,0,0,0,0,6720,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,99998,800,600,0,0,0,20,1,10,5,0
3059,4,62,1,10016,4,30,600,0,0,0,3,3,0,0,0,0,,5423,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,99999,600,200,9998,0,0,0,99998,0,0,0,0,20,1,0,6720,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,170,62,1,10016,0,0,,,,,,,,,,,,5423,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,1,82,1,10111,1,10,,,,,,,,,,,,2961,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6121,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,2,82,1,10111,2,20,,,,,,,,,,,,2961,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6121,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,3,82,1,10111,3,30,0,0,0,0,3,3,0,0,0,0,0,2961,3,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,100,5,5,0,0,0,0,0,0,0,0,600,30,0,0,700,150,30,500,0,0,0,99998,0,0,0,0,0,0,0,6121,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,4,82,1,10111,4,30,0,0,0,0,3,3,0,0,0,0,0,2961,4,30,0,0,10,0,0,0,800,0,0,0,5,0,0,0,5,147,3,0,0,5,0,0,5,45,3,0,0,0,0,0,0,0,0,0,0,30,2000,10,200,0,0,0,99998,0,0,0,0,,,,6121,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,30,82,1,10111,0,0,,,,,,,,,,,,2961,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6121,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,1,82,2,10165,1,10,,,,,,,,,,,,4644,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,2,82,2,10165,2,20,,,,,,,,,,,,4644,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,3,82,2,10165,3,30,,,,,,,,,,,,4644,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106,71,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,4,82,2,10165,4,30,,,,,,,,,,,,4644,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8106,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,5,82,2,10165,5,30,0,0,5,0,3,3,0,0,0,0,0,4644,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,500,500,25,400,0,0,0,40,0,0,0,0,,,,8106,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,6,82,2,10165,6,30,0,0,0,0,3,3,0,0,0,0,0,4644,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,1,0,0,0,0,80,500,20,400,0,0,0,40,0,0,0,0,,,,8106,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4,0,0,0,0,0,0,0,0,0,0,5,4,3
3064,1,82,2,10139,1,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,2,82,2,10139,2,20,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,3,82,2,10139,3,30,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,4,82,2,10139,4,30,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,5,82,2,10139,5,30,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,6,82,2,10139,6,30,100,0,0,0,3,3,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,7,82,2,10139,7,30,100,0,0,0,3,3,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,1,63,1,10008,1,10,,,,,,,,,,,,6644,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,2,63,1,10008,2,20,,,,,,,,,,,,6644,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,3,63,1,10008,3,30,10,0,0,0,3,3,0,0,0,0,99999,6644,3,30,0,0,40,0,0,0,640,150,0,0,5,5,0,0,5,150,5,0,0,5,0,0,5,1000,6,0,0,0,0,4,1,0,0,0,0,400,1500,100,200,0,0,0,5000,0,0,0,0,0,0,0,4815,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,500,2000,500,1000,0,0,0,0,9,1,0,2,0
3066,30,63,1,10008,0,0,,,,,,,,,,,,6644,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,1,63,2,10132,1,10,,,,,,,,,,,,4268,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4918,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,2,63,2,10132,2,22,,,,,,,,,,,,4268,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4918,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,3,63,2,10132,3,30,300,5,0,0,3,3,0,0,0,0,5000,4268,3,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,500,1500,200,2000,0,0,0,1400,0,0,0,0,10,1,0,4918,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,4,63,2,10132,4,74,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,5,63,2,10132,5,98,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,1,64,2,10395,1,10,,,,,,,,,,,,934,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6155,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,2,64,2,10395,2,30,0,0,0,0,2,3,1,5,5,5,99999,934,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,200,0,70,300,0,0,0,1400,0,0,0,0,0,0,0,6155,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,3,64,2,10395,3,50,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,228,64,2,10395,81,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,1,65,2,10007,1,10,,,,,,,,,,,,4761,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,2,65,2,10007,2,40,,,,,,,,,,,,4761,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,3,65,2,10007,3,47,,,,,,,,,,,,4761,5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,4,65,2,10007,4,70,150,0,1,30,2,2,5,5,5,5,99999,4761,6,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,1,65,2,10149,1,10,,,,,,,,,,,,5722,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,2,65,2,10149,2,20,,,,,,,,,,,,5722,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,3,65,2,10149,3,30,300,0,0,0,3,3,0,0,0,0,99999,5722,3,30,100,0,150,0,6000,5500,5000,0,0,0,6,0,0,0,5,6000,6,0,0,5,0,0,5,85,3,0,0,320,0,0,0,0,0,0,0,200,800,120,500,0,0,0,600,0,0,0,0,,,,5014,2,30,600,5,5000,6,0,0,0,0,0,0,130,3,0,0,0,0,5,2,200,0,300,500,0,0,0,50,0,0,0,0,0
3078,4,65,2,10149,4,47,,,,,,,,,,,,1170,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,30,65,2,10149,0,0,,,,,,,,,,,,5722,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,1,64,2,10357,1,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,2,64,2,10357,2,20,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,3,64,2,10357,3,30,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,4,64,2,10357,4,37,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,5,64,2,10357,5,60,60,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,1,64,1,10127,1,10,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,2,64,1,10127,2,30,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,3,64,1,10127,3,30,300,0,5,0,2,3,1,5,5,5,2400,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,1,64,1,10106,1,10,,,,,,,,,,,,6766,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,2,64,1,10106,2,20,,,,,,,,,,,,6766,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,3,64,1,10106,3,30,0,0,0,0,3,3,0,0,0,0,0,6766,3,30,0,0,108,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,1,200,0,40,200,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,4,64,1,10106,4,30,0,0,0,0,3,3,0,0,0,0,0,6766,4,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,200,0,40,200,0,0,0,1300,0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,1,64,1,10112,1,10,,,,,,,,,,,,3982,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229,81,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,2,64,1,10112,2,22,,,,,,,,,,,,3982,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7123,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,3,64,1,10112,3,35,0,0,0,0,3,3,0,0,0,0,99999,3982,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
