ER10002,ER10039,ER10040,ER10041,ER10042,ER10043,ER10044,ER10045,ER10046,ER10047,ER10048,ER10049,ER10050,ER10051,ER10052,ER10053,ER10054,ER10055,ER10056,ER10057,ER10058,ER10060,ER21002,ER21048,ER21049,ER21050,ER21051,ER21052,ER21053,ER21054,ER21055,ER21056,ER21057,ER21058,ER21059,ER21060,ER21061,ER21062,ER21063,ER21064,ER21065,ER21066,ER21067,ER21068,ER21069,ER21070,ER21072,ER22621,S606,S620,ER36002,ER36039,ER36040,ER36041,ER36042,ER36043,ER36044,ER36045,ER36046,ER36047,ER36048,ER36049,ER36050,ER36051,ER36052,ER36053,ER36054,ER36055,ER36056,ER36057,ER36058,ER36059,ER36060,ER36061,ER36062,ER36063,ER36065,ER37620,S806,S820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,127000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,0,0
,,,,,,,,,,,,,,,,,,,,,,6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5,0,0
6036,1,1,0,1,0,9999998,0,600,0,8,0,0,0,1995,0,30,0,5,0,5,0,7687,1,1,1,70000,0,600,0,7,750,1995,23,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6458,1,1,1,92000,0,772,0,7,250,2001,29,1,1,1,14000,0,281,0,9,0,2002,4,1,0,1,1,-1000,2869,1,1,1,89000,0,800,0,5,250,1,2001,25,1,3,0,11000,0,225,0,11,0,2,2002,2,1,0,1,1,12000
4609,1,3,0,0,0,30000,0,300,0,9,0,250,0,1996,0,4,0,5,0,5,0,4963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,230000,6243,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,650000
6219,1,1,0,1,0,9999998,0,433,0,9,0,500,0,1989,0,7,0,8,0,5,0,6803,1,1,2,13000,0,413,0,14,0,9998,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,162000,7158,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,500000
4610,1,1,0,2,0,70000,0,598,0,7,0,500,0,1996,0,30,0,5,0,1,0,5933,1,1,2,91000,0,525,0,4,625,2002,29,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,79000,6281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,1,0
4845,1,1,0,2,0,47000,0,440,0,8,0,250,0,1996,0,14,0,5,0,1,0,5975,1,1,1,102000,0,752,0,7,0,2000,27,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,32000,7511,1,1,2,97000,0,695,0,4,750,1,2004,21,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,58000
1441,1,1,0,2,0,50000,0,650,0,8,0,0,0,1994,0,8,0,5,0,5,0,2859,1,3,0,30000,0,600,0,7,500,1999,5,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,70000,3222,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,140000
4157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2452,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,1,3,0,0,0,28000,0,287,0,16,0,0,0,1997,0,20,0,5,0,5,0,2483,1,1,1,9999998,0,291,0,98,0,1996,23,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7936,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,60000
,,,,,,,,,,,,,,,,,,,,,,7335,1,1,1,127000,0,997,0,5,990,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3775,1,1,0,1,0,28000,0,409,0,13,0,0,0,1995,0,8,0,5,0,5,0,5962,1,1,1,32000,0,400,0,6,250,2002,9,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,1,2,0,1,0,34000,0,318,0,98,0,998,0,1996,0,15,0,5,0,5,0,2606,1,1,1,25000,0,388,0,11,0,1996,7,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,24500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2795,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,1,1,2,167000,0,1167,0,6,0,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,83000
,,,,,,,,,,,,,,,,,,,,,,6715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7689,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60000,1384,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100000
,,,,,,,,,,,,,,,,,,,,,,3494,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,1,8,0,9999998,0,99998,0,98,0,8,9998,98,8,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,12000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,1,0
2992,1,1,0,1,0,20000,0,285,0,8,0,250,0,1968,0,5,0,5,0,5,0,2635,1,1,2,90000,0,1100,0,5,0,2002,12,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,40000,4178,1,1,2,80000,0,1200,0,2,750,1,1998,6,1,3,0,15000,0,200,0,5,750,1,2005,10,1,0,5,0,130000
2763,1,3,0,0,0,44000,0,710,0,6,0,500,0,1995,0,27,0,5,0,1,0,2880,1,1,2,60000,0,243,0,5,750,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,30000,1782,1,3,0,18000,0,346,0,5,0,1,2004,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,102000
1099,1,1,0,1,0,30000,0,400,0,8,0,0,0,1975,0,12,0,5,0,5,0,2681,1,1,2,40000,0,1000,0,6,0,2002,5,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,110000,1767,1,1,2,20000,0,876,0,6,0,1,2004,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,170000
2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5,0,0
1480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,150000,6334,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,175000
4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,1,1,1,2,1,98000,21600,1100,355,8,9,0,0,1984,1996,25,7,1,0,1,0,6482,1,1,2,90000,0,1050,0,5,0,2003,15,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,175000,3815,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,290000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5553,1,1,2,100000,0,1900,0,6,750,1,2007,30,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,250000
2470,1,1,0,2,0,83000,0,780,0,7,0,250,0,1995,0,18,0,5,0,1,0,4683,1,1,2,160000,0,1552,0,4,875,2003,15,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,130000,4850,1,1,2,140000,0,1500,0,4,750,1,2002,10,1,3,0,9000,0,163,0,5,500,1,2003,6,1,0,1,1,151000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0
2001,1,1,3,1,0,30000,15000,400,242,8,9,0,500,1984,1995,16,8,1,0,1,0,4992,1,1,1,23000,0,514,0,8,0,1983,9,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,137000,2811,1,1,1,16000,0,530,0,8,0,1,1983,6,1,3,0,26000,0,260,0,7,750,1,2005,13,1,0,1,1,218000
3443,1,1,0,1,0,17000,0,299,0,12,0,0,0,1983,0,16,0,5,0,1,0,5200,1,1,2,10000,0,300,0,6,0,1986,8,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,170000,3526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,250000
,,,,,,,,,,,,,,,,,,,,,,4838,1,1,1,110992,0,922,0,6,250,2001,28,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29008,4672,1,1,2,124000,0,908,0,5,375,1,2003,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,85000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,5,0,0
177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4374,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,143576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,5,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,5,0,0
3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1456,1,1,1,70000,0,604,0,9,0,1995,22,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10000,1707,1,1,1,68000,0,630,0,11,0,1,1996,11,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,82000
2891,1,1,0,2,0,48000,0,743,0,9,0,0,0,1986,0,25,0,5,0,1,0,1110,1,1,2,82000,0,842,0,11,0,2000,27,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3000,748,1,1,2,95000,0,850,0,8,875,1,2003,25,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3000
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,5,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,5,0,0
609,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,400000
5569,1,1,0,1,0,9999998,0,5000,0,98,0,998,0,9998,0,98,0,5,0,1,0,1654,1,1,1,200000,0,5000,0,6,250,1997,9,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,800000,1366,1,1,2,9999998,0,5000,0,5,250,1,9998,10,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,348800
1649,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,1,1,0,2,0,160000,0,2100,0,6,0,250,0,1993,0,11,0,5,0,1,0,4528,1,1,2,80000,0,2200,0,6,250,1993,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,295000,2940,1,1,2,180000,0,2200,0,4,0,2,2003,26,1,3,0,150000,0,1200,0,6,500,2,2005,13,1,0,1,1,170000
4998,1,1,3,1,0,30000,14000,460,250,6,8,875,750,1978,1993,11,6,1,0,1,0,6174,1,1,2,66000,0,1125,0,6,250,2000,6,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,89000,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,5,0,0
,,,,,,,,,,,,,,,,,,,,,,5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,1,0,3882,1,1,1,178000,0,1150,0,6,250,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,72000
6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,1,1,3,1,0,74000,7000,627,159,8,9,125,0,1995,1996,28,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3286,1,1,1,102000,0,970,0,7,250,2001,28,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,33000,6903,1,1,2,145000,0,1000,0,7,0,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,15000
,,,,,,,,,,,,,,,,,,,,,,6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1,1,0,3825,1,1,1,410000,0,2500,0,5,0,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,79000
1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,771,1,1,2,170000,0,1000,0,6,250,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,130000,4606,1,1,2,175000,0,1400,0,5,875,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,375000
3546,1,1,0,1,0,53000,0,420,0,6,0,250,0,1996,0,20,0,5,0,1,0,6548,1,1,2,151000,0,1409,0,6,750,2001,28,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728,1,1,2,330000,0,2200,0,7,0,1,2007,20,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,120000
,,,,,,,,,,,,,,,,,,,,,,5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0,7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8029,1,1,1,290000,0,1700,0,4,625,1,2004,27,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,310000
,,,,,,,,,,,,,,,,,,,,,,5300,1,1,2,178000,0,1500,0,6,125,2002,29,1,3,0,25000,0,100,0,5,875,2002,10,1,0,5,0,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5764,1,1,2,9999998,0,913,0,98,0,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,44000,2016,1,1,2,105000,0,813,0,5,250,1,2003,27,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,295000
5298,1,1,0,1,0,4000,0,214,0,15,0,0,0,1971,0,4,0,5,0,5,0,7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,5,0,0
2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,1,1,0
,,,,,,,,,,,,,,,,,,,,,,5061,1,1,2,132000,0,1143,0,7,0,2001,28,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-2000,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,1,1,0
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,5935,1,1,2,149,0,1099,0,5,500,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,168851,7393,1,1,2,173000,0,1268,0,5,500,1,2004,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,192000
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5,0,0,6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0
2746,1,1,0,1,0,9999998,0,1042,0,9,0,0,0,1995,0,28,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,1,0
5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1,1,0,6098,1,1,1,196500,0,1965,0,98,0,2,2007,30,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,133500
4613,1,1,3,1,0,120000,22000,1100,400,6,9,500,0,1992,1996,25,98,1,0,1,0,5023,1,1,1,106000,0,1100,0,6,500,1993,21,1,3,0,20000,0,275,0,98,0,1999,5,1,0,1,1,34000,433,1,1,2,175000,0,1300,0,6,250,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,55000
,,,,,,,,,,,,,,,,,,,,,,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1,1,0,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,1,1,0
3977,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,1,1,3,1,0,28000,22000,346,506,8,6,500,500,1978,1987,11,5,1,0,5,0,2710,1,3,0,50000,0,1200,0,5,250,2001,4,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,250000,4851,1,3,0,4000,0,1225,0,5,0,1,1995,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,421000
4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,0,0,5145,1,1,1,198000,0,1500,0,5,750,1,2003,19,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,302000
4101,1,1,3,1,0,94000,10000,750,255,7,6,500,500,1990,1996,24,4,1,0,5,0,2177,1,3,0,42000,0,580,0,7,500,2000,8,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,288000,4977,1,1,1,55000,0,651,0,4,650,1,2003,6,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,845000
4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,6709,1,1,2,185000,0,1800,0,4,250,2003,10,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,125000,5593,1,1,2,140000,0,2000,0,5,0,1,2005,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,170000
3256,1,3,0,0,0,4000,0,80,0,9,0,0,0,1996,0,7,0,5,0,5,0,2264,1,3,0,85000,0,350,0,5,0,2001,98,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,715000,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,5,0,0
5485,1,1,0,1,0,35000,0,392,0,8,0,997,0,1990,0,23,0,5,0,1,0,3583,1,1,1,30000,0,389,0,8,500,1990,18,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8000,7163,1,1,1,27555,0,425,0,8,375,1,1990,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,19445
4466,1,1,0,1,0,66000,0,622,0,8,0,0,0,1992,0,25,0,5,0,1,0,2862,1,1,1,54037,0,634,0,7,500,1992,15,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,28963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,1,1,0,2,0,5000,0,140,0,8,0,0,0,1994,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5533,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95490
2565,1,1,3,1,0,29000,15000,277,230,8,6,875,500,1984,1993,15,7,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,1,3,0,9999998,0,99998,0,98,0,1998,98,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,160000,5042,1,3,0,9999998,0,99998,0,98,0,8,2006,98,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,100000
677,1,1,0,2,0,58000,0,604,0,9,0,0,0,1996,0,11,0,5,0,5,0,1953,1,1,2,45000,0,540,0,5,250,2002,8,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,65000,3543,1,1,2,120000,0,1126,0,8,0,1,2004,9,1,3,0,5000,0,198,0,6,875,1,2004,2,5,0,1,1,60000
