ER10002,ER10039,ER10040,ER10041,ER10042,ER10043,ER10044,ER10045,ER10046,ER10047,ER10048,ER10049,ER10050,ER10051,ER10052,ER10053,ER10054,ER10055,ER10056,ER10057,ER10058,ER10060,ER21002,ER21048,ER21049,ER21050,ER21051,ER21052,ER21053,ER21054,ER21055,ER21056,ER21057,ER21058,ER21059,ER21060,ER21061,ER21062,ER21063,ER21064,ER21065,ER21066,ER21067,ER21068,ER21069,ER21070,ER21072,ER22621,S606,S620,ER36002,ER36039,ER36040,ER36041,ER36042,ER36043,ER36044,ER36045,ER36046,ER36047,ER36048,ER36049,ER36050,ER36051,ER36052,ER36053,ER36054,ER36055,ER36056,ER36057,ER36058,ER36059,ER36060,ER36061,ER36062,ER36063,ER36065,ER37620,S806,S820
3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,3781,1,1,2,9999998,0,675,0,6,900,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,1,1,2,46000,0,500,0,8,0,2,2003,20,1,3,0,16400,0,298,0,9,0,1,2004,3,5,0,1,1,22600
4633,1,1,0,1,0,42000,0,416,0,7,0,998,0,1979,0,15,0,5,0,1,0,2046,1,1,2,40000,0,570,0,6,900,1999,10,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,25000,766,1,1,2,70000,0,650,0,10,750,2,2003,20,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,10000
,,,,,,,,,,,,,,,,,,,,,,1521,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100000,397,1,2,1,39000,0,300,0,1,125,1,1999,10,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,111000
4450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,1,1,0,2,0,110000,0,900,0,8,0,0,0,1994,0,27,0,5,0,5,0,7741,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,1,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,1,1,0
2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,1,1,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1,1,0
3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,209,1,1,2,450000,0,2980,0,7,500,2001,28,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,80000,2582,1,1,2,400000,0,3000,0,6,0,1,2000,20,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,450000
2286,1,1,0,1,0,82000,0,754,0,7,0,750,0,1995,0,28,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,997,1,1,2,213000,0,1700,0,6,250,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,67000,2523,1,1,2,360000,0,2100,0,5,375,1,2006,30,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,140000
1268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,1,2,0,1,0,20000,0,345,0,9,0,0,0,1996,0,8,0,5,0,5,0,4983,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28000,311,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19000
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,1,0
,,,,,,,,,,,,,,,,,,,,,,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,1,0,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0
,,,,,,,,,,,,,,,,,,,,,,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,1,1,0,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,5,0,0
,,,,,,,,,,,,,,,,,,,,,,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,5,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,1,1,0
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6723,1,1,1,65000,0,590,0,7,500,2003,36,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,-7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,5445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0,1103,1,1,1,65000,0,589,0,98,0,1,2004,27,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8000
,,,,,,,,,,,,,,,,,,,,,,860,1,2,0,39000,0,350,0,98,0,2002,15,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6489,1,1,1,82000,0,899,0,7,500,1993,10,1,1,1,19000,0,270,0,98,0,1998,98,1,0,1,1,9000,6939,1,1,2,200000,0,1500,0,6,0,1,2003,26,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,100000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,1,1,1,63000,0,609,0,7,250,1,2003,26,1,7,0,2400,0,0,0,99,0,9,2003,99,1,0,1,1,14500
,,,,,,,,,,,,,,,,,,,,,,5838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,5,0,0,6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0
,,,,,,,,,,,,,,,,,,,,,,6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,0,0,1987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910,1,1,1,20000,0,598,0,98,0,1,2002,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,55000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1,1,0
2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1280,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,1,2,0,1,0,30000,0,595,0,10,0,0,0,1989,0,6,0,5,0,1,0,1338,1,1,2,78000,0,758,0,6,875,2001,15,1,1,1,49000,0,468,0,8,0,2002,20,5,0,5,0,13000,4407,1,1,2,146000,0,1150,0,6,0,1,2003,27,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,104000
5453,1,1,0,1,0,42500,0,314,0,8,0,0,0,1996,0,28,0,5,0,5,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,1,1,0,7122,1,1,2,9999998,0,900,0,7,250,1,2004,27,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,48342
4524,1,1,0,1,0,38000,0,365,0,10,0,500,0,1995,0,29,0,5,0,5,0,4696,1,1,1,104000,0,785,0,6,250,2003,20,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,1,1,0,1,0,9999998,0,620,0,98,0,0,0,1994,0,27,0,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,1,1,0,1,0,87000,0,795,0,6,0,500,0,1995,0,27,0,5,0,1,0,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,5,0,0,4943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,5,0,0
,,,,,,,,,,,,,,,,,,,,,,3578,1,1,2,80000,0,620,0,7,0,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20000,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1,1,0
,,,,,,,,,,,,,,,,,,,,,,2423,1,1,1,138000,0,978,0,7,500,2001,29,1,1,1,35000,1,323,0,10,500,2001,99,5,0,1,1,10000,2072,1,1,2,150000,0,960,0,3,750,1,2004,27,1,1,2,40000,0,374,0,7,500,1,2004,98,1,0,1,1,80000
126,1,1,0,1,0,39000,0,456,0,8,0,0,0,1994,0,12,0,5,0,5,0,1005,1,1,2,30000,0,466,0,7,0,1996,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,110000,569,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250000
125,1,1,0,1,0,53000,0,503,0,7,0,875,0,1995,0,28,0,5,0,1,0,2630,1,1,2,74000,0,638,0,6,250,2002,20,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16000,1559,1,1,2,65000,0,671,0,6,125,1,2004,18,1,3,0,18000,0,205,0,7,0,1,2005,8,1,0,1,1,12000
301,1,1,0,1,0,27500,0,325,0,9,0,250,0,1994,0,12,0,5,0,5,0,2708,1,1,2,100000,0,600,0,5,750,2003,30,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,30000,1711,1,1,1,85000,0,540,0,6,500,1,2002,25,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,65000
,,,,,,,,,,,,,,,,,,,,,,4380,1,1,2,118000,0,954,0,5,0,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7000,3244,1,1,2,100000,0,908,0,4,500,1,2004,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50000
4496,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,1,1,2,92000,0,1200,0,6,625,2002,15,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,40000,1538,1,1,2,110000,0,1000,0,5,625,1,2002,15,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,30000
,,,,,,,,,,,,,,,,,,,,,,713,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,140000,3159,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,145000
4382,1,1,0,1,0,10000,0,200,0,0,0,0,0,1988,0,4,0,5,0,5,0,249,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,90000,703,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,135000
3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2786,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7837,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,1,1,0,2,0,90000,0,682,0,7,0,250,0,1992,0,2,0,5,0,5,0,3557,1,3,0,180000,0,700,0,4,0,2003,30,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,70000,2323,1,3,0,163000,0,1100,0,7,250,2,2005,10,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,47000
4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6643,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150000
2702,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,5,0,0,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,5,0,0
4199,1,1,0,1,0,525000,0,3100,0,7,0,500,0,1996,0,29,0,5,0,5,0,2574,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,450000,4234,1,1,1,455000,0,2600,0,5,750,1,2005,28,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,145000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,1,0
4145,1,1,0,2,0,160000,0,1637,0,6,0,750,0,1993,0,11,0,5,0,5,0,2908,1,1,2,250000,0,1419,0,5,500,2003,30,1,3,0,35000,0,100,0,3,250,2002,15,5,0,1,1,140000,5138,1,1,2,230000,0,1400,0,5,500,1,2003,26,1,3,0,40000,0,400,0,7,250,2,9998,10,5,0,1,1,280000
2268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,5,0,0,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,5,0,0
1930,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,1,1,1,175000,0,1850,0,5,625,2003,13,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,225000,3537,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,800000
2036,1,1,3,2,0,73000,30000,1000,200,8,8,250,250,1991,1995,24,13,1,0,5,0,3502,1,1,2,84407,0,1344,0,6,375,2002,14,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,290593,4436,1,1,1,63000,0,1000,0,4,875,1,2002,11,1,3,0,72000,0,500,0,7,750,2,2006,14,1,0,5,0,315000
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,0,0,4376,1,1,2,375000,0,2300,0,98,0,1,2005,28,1,3,0,50000,0,300,0,98,0,2,2005,98,1,0,5,0,195000
,,,,,,,,,,,,,,,,,,,,,,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,1,1,0,4628,1,1,1,272000,0,1980,0,5,750,1,2007,30,1,7,0,34000,0,270,0,9,0,1,2007,30,1,0,1,1,62000
,,,,,,,,,,,,,,,,,,,,,,3798,1,1,1,164500,0,1106,0,6,0,2003,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,23000,3686,1,1,1,240000,0,1772,0,7,250,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,110000
,,,,,,,,,,,,,,,,,,,,,,6419,1,1,1,153000,0,1100,0,6,0,2002,30,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7000,7065,1,1,2,155000,0,1085,0,5,0,1,2004,25,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,55000
4545,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,1,3,0,42000,0,500,0,9,0,1996,3,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,178000,840,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,330000
5544,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25000,1028,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,5,0,0
472,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8000,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,1,1,0
127,1,1,0,1,0,23000,0,311,0,13,0,0,0,1990,0,8,0,5,0,5,0,3484,1,1,1,19000,0,400,0,98,0,1990,10,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,-3000,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,1,1,0
,,,,,,,,,,,,,,,,,,,,,,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,5,0,0,7808,1,1,1,148000,0,1230,0,6,250,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,27000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1,1,0
129,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27000,954,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,70000
1946,1,1,0,2,0,82000,0,776,0,8,0,500,0,1995,0,28,0,5,0,1,0,4636,1,1,1,142000,0,1300,0,6,0,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,1,1,1,35000,0,357,0,7,250,1,2007,30,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,25000
128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,5,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044,1,1,1,399000,0,3000,0,6,250,1,2005,98,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,401000
1775,1,1,0,2,0,70000,0,800,0,9,0,0,0,1994,0,10,0,5,0,5,0,3716,1,1,2,100000,0,784,0,6,500,2002,30,5,0,0,0,0,0,0,0,0,0,0,5,0,1,1,50000,601,1,1,1,185000,0,1400,0,7,0,1,2006,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15000
,,,,,,,,,,,,,,,,,,,,,,7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418,1,1,1,9999998,0,758,0,98,0,1,2005,13,1,1,1,9999998,0,164,0,98,0,1,2005,13,5,0,1,1,40000
1072,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,4862,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,100000,524,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,150000
1601,1,1,0,1,0,79000,0,650,0,7,0,0,0,1992,0,8,0,5,0,5,0,4596,1,1,1,90000,0,1060,0,98,0,1994,11,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,95000,1058,1,1,2,150000,0,1050,0,8,250,1,2004,23,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,80000
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2625,1,1,1,65000,0,1237,0,8,250,1998,10,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,50000,3998,1,1,1,92000,0,1224,0,7,0,1,1999,7,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,68000
4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,7171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,5,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,1,1,0
4486,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3479,1,2,2,50000,0,554,0,98,0,2002,9,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,250000,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,300000
4985,1,1,0,2,0,129000,0,1279,0,6,0,750,0,1996,0,29,0,5,0,1,0,4933,1,1,2,170000,0,1300,0,4,750,2003,15,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,130000,3846,1,1,2,290000,0,2900,0,6,0,1,2007,15,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,135000
,,,,,,,,,,,,,,,,,,,,,,2087,1,1,1,128000,0,1122,0,6,250,2002,29,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1,1,0,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,,,,,,,,,,,,,,,,,,,,,,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1,0,1501,1,1,1,340000,0,2400,0,5,750,2,2005,28,1,3,0,37000,0,400,0,8,0,1,2006,30,1,0,1,1,43000
